Time,value
00:00:00,62.03333333333333
00:01:00,55.016666666666666
00:02:00,50.56666666666667
00:03:00,43.63333333333333
00:04:00,46.68333333333333
00:05:00,50.25
00:06:00,46.9
00:07:00,51.55
00:08:00,47.85
00:09:00,48.3
00:10:00,51.13333333333333
00:11:00,47.266666666666666
00:12:00,51.18333333333333
00:13:00,50.03333333333333
00:14:00,44.55
00:15:00,45.583333333333336
00:16:00,46.36666666666667
00:17:00,44.516666666666666
00:18:00,48.23333333333333
00:19:00,45.56666666666667
00:20:00,41.583333333333336
00:21:00,45.38333333333333
00:22:00,64.86666666666666
00:23:00,63.833333333333336
00:24:00,65.03333333333333
00:25:00,62.71666666666667
00:26:00,57.9
00:27:00,37.583333333333336
00:28:00,38.083333333333336
00:29:00,37.96666666666667
00:30:00,42.75
00:31:00,45.46666666666667
00:32:00,40.63333333333333
00:33:00,38.46666666666667
00:34:00,39.9
00:35:00,40.81666666666667
00:36:00,38.73333333333333
00:37:00,40.6
00:38:00,42.48333333333333
00:39:00,40.083333333333336
00:40:00,36.75
00:41:00,35.38333333333333
00:42:00,36.41666666666666
00:43:00,35.95
00:44:00,35.016666666666666
00:45:00,35.71666666666667
00:46:00,39.1
00:47:00,35.81666666666667
00:48:00,36.41666666666666
00:49:00,35.56666666666667
00:50:00,34.36666666666667
00:51:00,42.13333333333333
00:52:00,40.61666666666667
00:53:00,42.8
00:54:00,44.98333333333333
00:55:00,43.95
00:56:00,44.31666666666667
00:57:00,42.25
00:58:00,47.2
00:59:00,49.75
01:00:00,58.36666666666667
01:01:00,54.4
01:02:00,58.53333333333333
01:03:00,50.53333333333333
01:04:00,51.68333333333333
01:05:00,50.93333333333333
01:06:00,50.75
01:07:00,54.85
01:08:00,52.0
01:09:00,52.45
01:10:00,51.61666666666667
01:11:00,87.05
01:12:00,94.11666666666666
01:13:00,54.96666666666667
01:14:00,51.13333333333333
01:15:00,50.73333333333333
01:16:00,48.91666666666666
01:17:00,49.5
01:18:00,45.96666666666667
01:19:00,44.88333333333333
01:20:00,48.516666666666666
01:21:00,57.86666666666667
01:22:00,45.2
01:23:00,48.68333333333333
01:24:00,45.23333333333333
01:25:00,40.583333333333336
01:26:00,44.66666666666666
01:27:00,43.2
01:28:00,39.28333333333333
01:29:00,45.95
01:30:00,46.63333333333333
01:31:00,50.65
01:32:00,59.13333333333333
01:33:00,50.46666666666667
01:34:00,47.91666666666666
01:35:00,52.016666666666666
01:36:00,51.21666666666667
01:37:00,55.266666666666666
01:38:00,52.78333333333333
01:39:00,47.56666666666667
01:40:00,46.23333333333333
01:41:00,48.333333333333336
01:42:00,46.63333333333333
01:43:00,43.75
01:44:00,47.7
01:45:00,49.1
01:46:00,48.56666666666667
01:47:00,46.1
01:48:00,47.61666666666667
01:49:00,46.45
01:50:00,48.65
01:51:00,50.9
01:52:00,47.43333333333333
01:53:00,48.38333333333333
01:54:00,49.31666666666667
01:55:00,48.7
01:56:00,49.06666666666667
01:57:00,52.11666666666667
01:58:00,48.11666666666667
01:59:00,46.88333333333333
02:00:00,63.96666666666667
02:01:00,62.71666666666667
02:02:00,48.71666666666667
02:03:00,49.56666666666667
02:04:00,48.13333333333333
02:05:00,50.35
02:06:00,51.75
02:07:00,51.63333333333333
02:08:00,49.0
02:09:00,50.66666666666666
02:10:00,60.083333333333336
02:11:00,81.63333333333334
02:12:00,109.43333333333334
02:13:00,110.85
02:14:00,109.25
02:15:00,122.18333333333334
02:16:00,116.7
02:17:00,120.38333333333334
02:18:00,138.71666666666667
02:19:00,141.75
02:20:00,142.23333333333332
02:21:00,144.5
02:22:00,126.9
02:23:00,83.68333333333334
02:24:00,73.23333333333333
02:25:00,74.75
02:26:00,74.16666666666667
02:27:00,78.18333333333334
02:28:00,68.18333333333334
02:29:00,67.53333333333333
02:30:00,76.85
02:31:00,72.6
02:32:00,72.6
