Time,value
00:00:00,223.0
00:01:00,215.5438596491228
00:02:00,165.7872340425532
00:03:00,173.67391304347825
00:04:00,214.72131147540983
00:05:00,276.969696969697
00:06:00,212.1176470588236
00:07:00,177.13907284768212
00:08:00,217.49411764705883
00:09:00,173.57777777777778
00:10:00,149.55172413793105
00:11:00,211.95555555555555
00:12:00,163.87735849056602
00:13:00,253.8125
00:14:00,248.34375
00:15:00,187.2808988764045
00:16:00,201.04545454545453
00:17:00,239.5897435897436
00:18:00,163.61744966442953
00:19:00,165.98765432098764
00:20:00,174.1150442477876
00:27:00,176.45714285714286
00:28:00,149.95
00:29:00,168.4255319148936
00:30:00,234.2388059701493
00:31:00,162.40366972477065
00:32:00,162.25352112676055
00:33:00,189.3636363636364
00:34:00,228.1764705882353
00:35:00,218.6993464052288
00:36:00,212.61320754716985
00:37:00,176.56296296296296
00:38:00,276.0636363636364
00:39:00,195.78571428571428
00:40:00,189.90243902439025
00:41:00,260.2584269662921
00:42:00,258.1526717557252
00:43:00,209.83050847457628
00:44:00,216.1452991452992
00:45:00,199.0506329113924
00:46:00,298.4888888888889
00:47:00,273.22535211267603
00:48:00,212.67088607594937
00:49:00,223.13636363636363
00:50:00,226.8939393939394
00:51:00,246.08196721311475
00:52:00,275.8939393939394
00:53:00,222.9607843137255
00:54:00,195.55172413793105
00:55:00,167.4404761904762
00:56:00,170.79569892473117
00:57:00,202.1122448979592
00:58:00,229.0188679245283
00:59:00,190.0841121495327
01:00:00,246.7735849056604
01:01:00,248.0813953488372
01:02:00,260.64
01:03:00,237.05263157894737
01:04:00,261.84375
01:05:00,243.21917808219172
01:06:00,267.67692307692306
01:07:00,195.41353383458647
01:08:00,215.206106870229
01:09:00,255.50467289719623
01:10:00,290.875
01:11:00,224.78531073446328
01:12:00,198.2619047619048
01:13:00,250.72566371681413
01:14:00,175.25333333333333
01:15:00,253.1368421052632
01:16:00,231.6141732283465
01:17:00,208.50819672131144
01:18:00,221.0919540229885
01:19:00,212.8421052631579
01:20:00,183.26262626262627
01:21:00,165.93333333333334
01:22:00,199.03960396039605
01:23:00,222.48888888888888
01:24:00,225.02409638554212
