Time,value
00:00:00,0.6666666666666666
00:01:00,0.95
00:02:00,1.5666666666666669
00:03:00,0.7666666666666667
00:04:00,1.0166666666666666
00:05:00,0.55
00:06:00,0.5666666666666667
00:07:00,2.5166666666666666
00:08:00,1.4166666666666667
00:09:00,1.5
00:10:00,0.9666666666666668
00:11:00,0.75
00:12:00,1.7666666666666666
00:13:00,0.5333333333333333
00:14:00,0.5333333333333333
00:15:00,1.4833333333333334
00:16:00,1.4666666666666666
00:17:00,0.65
00:18:00,2.4833333333333334
00:19:00,1.35
00:20:00,1.8833333333333333
00:27:00,0.5833333333333334
00:28:00,2.6666666666666665
00:29:00,1.5666666666666669
00:30:00,1.1166666666666667
00:31:00,1.8166666666666669
00:32:00,1.1833333333333331
00:33:00,1.2833333333333334
00:34:00,2.833333333333333
00:35:00,2.55
00:36:00,1.7666666666666666
00:37:00,2.25
00:38:00,1.8333333333333333
00:39:00,2.8
00:40:00,2.05
00:41:00,1.4833333333333334
00:42:00,2.183333333333333
00:43:00,1.9666666666666663
00:44:00,1.95
00:45:00,1.3166666666666669
00:46:00,0.75
00:47:00,1.1833333333333331
00:48:00,1.3166666666666669
00:49:00,1.1
00:50:00,1.1
00:51:00,1.0166666666666666
00:52:00,1.1
00:53:00,0.85
00:54:00,0.9666666666666668
00:55:00,1.4
00:56:00,1.55
00:57:00,1.6333333333333333
00:58:00,1.7666666666666666
00:59:00,1.7833333333333334
01:00:00,0.8833333333333333
01:01:00,1.4333333333333331
01:02:00,1.25
01:03:00,1.2666666666666666
01:04:00,1.0666666666666669
01:05:00,1.2166666666666666
01:06:00,1.0833333333333333
01:07:00,2.216666666666667
01:08:00,2.183333333333333
01:09:00,1.7833333333333334
01:10:00,1.7333333333333334
01:11:00,2.95
01:12:00,2.1
01:13:00,1.8833333333333333
01:14:00,2.5
01:15:00,1.5833333333333333
01:16:00,2.1166666666666667
01:17:00,2.033333333333333
01:18:00,1.45
01:19:00,1.2666666666666666
01:20:00,1.65
01:21:00,1.0
01:22:00,1.6833333333333331
01:23:00,1.5
01:24:00,1.3833333333333333
01:25:00,1.05
01:26:00,1.1166666666666667
01:27:00,1.1666666666666667
01:28:00,1.0
01:29:00,4.4
01:30:00,3.633333333333333
01:31:00,3.533333333333333
01:32:00,4.316666666666666
01:33:00,1.1666666666666667
01:34:00,4.1
01:35:00,4.216666666666667
01:36:00,2.15
01:37:00,2.5
01:38:00,2.7
01:39:00,2.7
01:40:00,3.066666666666667
01:41:00,1.5166666666666666
01:42:00,2.4833333333333334
01:43:00,1.6166666666666667
01:44:00,1.7
01:45:00,2.183333333333333
01:46:00,2.816666666666667
01:47:00,1.4
01:48:00,2.6
01:49:00,2.183333333333333
01:50:00,1.4833333333333334
01:51:00,1.6666666666666667
01:52:00,1.6333333333333333
01:53:00,1.45
01:54:00,1.3
01:55:00,2.4833333333333334
01:56:00,1.5333333333333334
01:57:00,2.45
01:58:00,1.6333333333333333
01:59:00,2.05
02:00:00,1.9166666666666667
02:01:00,1.5666666666666669
02:02:00,1.5333333333333334
02:03:00,1.6166666666666667
02:04:00,1.5
02:05:00,1.1333333333333333
02:06:00,1.3666666666666667
02:07:00,2.833333333333333
02:08:00,2.1166666666666667
02:09:00,1.8833333333333333
02:10:00,1.6333333333333333
02:11:00,2.683333333333333
02:12:00,1.6166666666666667
02:13:00,1.4666666666666666
02:14:00,1.4833333333333334
02:15:00,1.7166666666666666
02:16:00,2.8833333333333333
02:17:00,2.2333333333333334
02:18:00,2.85
02:19:00,1.4833333333333334
02:20:00,2.033333333333333
02:21:00,1.65
02:22:00,1.3333333333333333
