Time,value
00:00:00,62.56666666666667
00:01:00,54.85
00:02:00,50.98333333333333
00:03:00,44.66666666666666
00:04:00,46.05
00:05:00,48.516666666666666
00:06:00,48.63333333333333
00:07:00,51.68333333333333
00:08:00,45.333333333333336
00:09:00,47.05
00:10:00,50.25
00:11:00,47.65
00:12:00,53.0
00:13:00,49.766666666666666
00:14:00,43.56666666666667
00:15:00,46.91666666666666
00:16:00,46.25
00:17:00,43.98333333333333
00:18:00,46.85
00:19:00,44.38333333333333
00:20:00,41.6
00:25:00,0.0166666666666666
00:26:00,0.0166666666666666
00:27:00,27.7
00:28:00,37.53333333333333
00:29:00,39.65
00:30:00,42.083333333333336
00:31:00,43.13333333333333
00:32:00,41.73333333333333
00:33:00,187.45
00:34:00,412.2166666666666
00:35:00,426.98333333333335
00:36:00,409.55
00:37:00,440.1333333333333
00:38:00,417.8666666666667
00:39:00,402.3
00:40:00,430.1333333333333
00:41:00,400.9666666666666
00:42:00,410.15
00:43:00,398.25
00:44:00,423.1
00:45:00,365.3666666666667
00:46:00,350.2333333333333
00:47:00,361.15
00:48:00,261.1333333333333
00:49:00,35.18333333333333
00:50:00,34.68333333333333
00:51:00,43.16666666666666
00:52:00,40.23333333333333
00:53:00,43.333333333333336
00:54:00,45.65
00:55:00,45.016666666666666
00:56:00,42.86666666666667
00:57:00,40.53333333333333
00:58:00,46.5
00:59:00,48.81666666666667
01:00:00,56.266666666666666
01:01:00,53.23333333333333
01:02:00,58.63333333333333
01:03:00,50.36666666666667
01:04:00,49.81666666666667
01:05:00,51.38333333333333
01:06:00,51.03333333333333
01:07:00,55.63333333333333
01:08:00,53.41666666666666
01:09:00,51.583333333333336
01:10:00,51.1
01:11:00,89.4
01:12:00,93.36666666666666
01:13:00,58.41666666666666
01:14:00,52.86666666666667
01:15:00,50.68333333333333
01:16:00,49.73333333333333
01:17:00,49.18333333333333
01:18:00,44.43333333333333
01:19:00,43.93333333333333
01:20:00,47.38333333333333
01:21:00,56.66666666666666
01:22:00,45.8
01:23:00,48.86666666666667
01:24:00,45.3
01:25:00,42.083333333333336
01:26:00,46.36666666666667
01:27:00,42.083333333333336
01:28:00,38.45
01:29:00,47.083333333333336
01:30:00,47.96666666666667
01:31:00,52.28333333333333
01:32:00,56.31666666666667
01:33:00,48.03333333333333
01:34:00,49.5
01:35:00,51.5
01:36:00,51.78333333333333
01:37:00,55.6
01:38:00,51.36666666666667
01:39:00,47.61666666666667
01:40:00,48.516666666666666
01:41:00,48.45
01:42:00,46.73333333333333
01:43:00,41.766666666666666
01:44:00,46.11666666666667
01:45:00,47.833333333333336
01:46:00,49.11666666666667
01:47:00,45.266666666666666
