Time,value
00:00:00,62.88333333333333
00:01:00,54.93333333333333
00:02:00,51.0
00:03:00,43.25
00:04:00,46.6
00:05:00,50.8
00:06:00,46.06666666666667
00:07:00,50.63333333333333
00:08:00,47.7
00:09:00,48.516666666666666
00:10:00,49.7
00:11:00,48.56666666666667
00:12:00,53.78333333333333
00:13:00,50.083333333333336
00:14:00,44.18333333333333
00:15:00,45.13333333333333
00:16:00,44.93333333333333
00:17:00,45.333333333333336
00:18:00,47.25
00:19:00,45.73333333333333
00:20:00,42.266666666666666
00:25:00,0.0166666666666666
00:26:00,0.0166666666666666
00:27:00,32.1
00:28:00,38.16666666666666
00:29:00,40.73333333333333
00:30:00,42.96666666666667
00:31:00,43.96666666666667
00:32:00,41.3
00:33:00,193.63333333333333
00:34:00,373.6833333333333
00:35:00,397.0
00:36:00,374.3666666666667
00:37:00,397.48333333333335
00:38:00,382.1166666666667
00:39:00,399.8
00:40:00,373.55
00:41:00,374.6333333333333
00:42:00,379.7
00:43:00,359.03333333333336
00:44:00,352.95
00:45:00,368.51666666666665
00:46:00,386.75
00:47:00,387.05
00:48:00,415.25
00:49:00,218.78333333333333
00:50:00,34.65
00:51:00,43.43333333333333
00:52:00,39.88333333333333
00:53:00,41.766666666666666
00:54:00,46.38333333333333
00:55:00,45.45
00:56:00,43.78333333333333
00:57:00,41.55
00:58:00,47.06666666666667
00:59:00,50.88333333333333
01:00:00,58.35
01:01:00,54.083333333333336
01:02:00,57.4
01:03:00,51.71666666666667
01:04:00,50.53333333333333
01:05:00,52.63333333333333
01:06:00,51.1
01:07:00,55.266666666666666
01:08:00,54.7
01:09:00,53.06666666666667
01:10:00,53.833333333333336
01:11:00,85.66666666666667
01:12:00,94.3
01:13:00,54.46666666666667
01:14:00,50.06666666666667
01:15:00,48.98333333333333
01:16:00,50.1
01:17:00,50.93333333333333
01:18:00,45.05
01:19:00,45.15
01:20:00,48.81666666666667
01:21:00,58.766666666666666
01:22:00,46.03333333333333
01:23:00,48.66666666666666
01:24:00,42.68333333333333
